idx,latt,lon,dni
208,60,43,993.3214285714286
209,60,44,982.0238095238096
210,60,45,993.3214285714286
211,60,46,998.5357142857144
212,60,47,993.3214285714286
213,60,48,993.3214285714286
214,60,49,998.5357142857144
215,60,50,993.3214285714286
216,60,51,993.3214285714286
217,60,52,998.5357142857144
218,60,53,993.3214285714286
219,60,54,993.3214285714286
220,60,55,998.5357142857144
221,60,56,993.3214285714286
222,60,57,993.3214285714286
223,60,58,988.1071428571428
224,60,59,1112.3809523809523
225,60,60,1160.178571428571
226,60,61,1160.178571428571
227,60,62,1160.178571428571
228,60,63,1134.107142857143
229,60,64,1123.678571428571
230,60,65,1045.4642857142858
231,60,66,993.3214285714286
232,60,67,993.3214285714286
233,60,68,998.5357142857144
234,60,69,993.3214285714286
235,60,70,993.3214285714286
236,60,71,998.5357142857144
237,60,72,993.3214285714286
238,60,73,993.3214285714286
239,60,74,977.6785714285714
240,60,75,998.5357142857144
241,60,76,993.3214285714286
242,60,77,993.3214285714286
243,60,78,998.5357142857144
244,60,79,993.3214285714286
245,60,80,993.3214285714286
246,60,81,998.5357142857144
247,60,82,993.3214285714286
248,60,83,993.3214285714286
249,60,84,998.5357142857144
250,60,85,998.5357142857144
251,60,86,998.5357142857144
252,60,87,1050.678571428571
253,60,88,1113.25
254,60,89,1151.4880952380952
255,60,90,1149.75
256,60,91,1066.321428571429
257,60,92,1118.4642857142858
258,60,93,1154.9642857142858
259,60,94,1170.607142857143
260,60,95,1165.392857142857
261,60,96,1165.392857142857
262,60,97,1175.821428571429
263,60,98,1165.392857142857
264,60,99,1165.392857142857
265,60,100,1175.821428571429
266,60,101,1165.392857142857
267,60,102,1165.392857142857
268,60,103,1175.821428571429
269,60,104,1142.797619047619
270,60,105,1165.392857142857
271,60,106,1165.392857142857
272,60,107,1175.821428571429
273,60,108,1165.392857142857
274,60,109,1165.392857142857
275,60,110,1154.9642857142858
276,60,111,1128.892857142857
277,60,112,1035.0357142857142
278,60,113,972.4642857142856
279,60,114,946.3928571428572
280,60,115,946.3928571428572
281,60,116,1029.821428571429
282,60,117,1081.9642857142858
283,60,118,1149.75
284,60,119,1116.7261904761904
285,60,120,1170.607142857143
286,60,121,1139.321428571429
287,60,122,1165.392857142857
288,60,123,1170.607142857143
289,60,124,1165.392857142857
290,60,125,1201.892857142857
291,60,126,1217.5357142857142
292,60,127,1259.25
293,60,128,1327.0357142857142
294,60,129,1358.321428571429
295,60,130,1347.892857142857
296,60,131,1347.892857142857
297,60,132,1347.892857142857
298,60,133,1332.25
299,60,134,1277.5
300,60,135,1248.821428571429
301,60,136,1113.25
302,60,137,1014.1785714285714
303,60,138,1165.392857142857
304,60,139,1290.5357142857142
305,60,140,1274.892857142857
306,60,141,1181.0357142857142
307,60,142,1160.178571428571
308,60,143,852.5357142857143
309,60,144,836.8928571428571
310,60,145,823.8571428571429
311,60,146,909.8928571428572
312,60,147,1042.857142857143
313,60,148,844.7142857142857
314,60,149,719.1369047619048
315,60,150,680.4642857142857
316,60,151,779.5357142857143
317,60,152,1118.4642857142858
318,60,153,1063.7142857142858
319,60,154,357.17857142857144
320,60,155,0.0
321,60,156,0.0
322,60,157,0.0
323,60,158,0.0
324,60,159,0.0
325,60,160,325.8928571428572
326,60,161,748.25
327,60,162,842.1071428571429
328,60,163,380.6428571428572
329,60,164,87.99107142857143
330,59,-165,0.0
331,59,-164,0.0
332,59,-163,0.0
333,59,-162,336.32142857142856
334,59,-161,276.35714285714283
335,59,-160,391.07142857142856
336,59,-159,516.2142857142857
337,59,-158,516.2142857142857
338,59,-157,933.3571428571428
339,59,-156,816.0357142857143
340,59,-155,810.8214285714286
341,59,-154,398.8928571428572
342,59,-153,46.92857142857143
343,59,-152,19.553571428571427
344,59,-151,0.0
345,59,-150,0.0
346,59,-149,0.0
347,59,-148,0.0
348,59,-147,0.0
349,59,-146,0.0
350,59,-145,0.0
351,59,-144,0.0
352,59,-143,0.0
353,59,-142,0.0
354,59,-141,0.0
355,59,-140,0.0
356,59,-139,46.92857142857143
357,59,-138,398.8928571428572
358,59,-137,471.4583333333333
359,59,-136,397.5892857142857
360,59,-135,698.7142857142857
361,59,-134,576.1785714285714
362,59,-133,857.75
363,59,-132,1014.1785714285714
364,59,-131,967.25
365,59,-130,857.75
366,59,-129,795.1785714285714
367,59,-128,852.5357142857143
368,59,-127,836.8928571428571
369,59,-126,810.8214285714286
370,59,-125,967.25
371,59,-124,1259.25
372,59,-123,1353.107142857143
373,59,-122,1368.75
374,59,-121,1351.3690476190477
375,59,-120,1363.5357142857142
376,59,-119,1368.75
377,59,-118,1379.178571428571
378,59,-117,1394.821428571429
379,59,-116,1504.321428571429
380,59,-115,1389.607142857143
381,59,-114,1368.75
382,59,-113,1462.607142857143
383,59,-112,1204.5
384,59,-111,578.7857142857143
385,59,-110,1055.892857142857
386,59,-109,1272.2857142857142
387,59,-108,1428.7142857142858
388,59,-107,1370.922619047619
389,59,-106,1360.059523809524
390,59,-105,1420.892857142857
391,59,-104,1478.25
392,59,-103,1467.821428571429
393,59,-102,1405.25
394,59,-101,1373.9642857142858
395,59,-100,1368.75
396,59,-99,1384.392857142857
397,59,-98,1368.75
398,59,-97,1400.0357142857142
399,59,-96,1519.9642857142858
400,59,-95,839.5
401,59,-94,516.2142857142857
402,59,-93,0.0
403,59,-92,0.0
404,59,-91,0.0
405,59,-90,0.0
406,59,-89,0.0
407,59,-88,0.0
408,59,-87,0.0
409,59,-86,0.0
410,59,-85,0.0
411,59,-84,0.0
412,59,-83,0.0
413,59,-82,0.0
414,59,-81,0.0
415,59,-80,0.0
416,59,-79,849.9285714285714
417,59,-78,1368.75
418,59,-77,1368.75
419,59,-76,1351.3690476190477
420,59,-75,1368.75
421,59,-74,1368.75
422,59,-73,1368.75
423,59,-72,1358.321428571429
424,59,-71,1165.392857142857
425,59,-70,873.3928571428571
426,59,-69,164.25
427,59,-68,247.67857142857144
428,59,-67,789.9642857142857
429,59,-66,1233.178571428571
430,59,-65,1300.9642857142858
431,59,-64,591.8214285714286
432,59,-63,0.0
433,59,-62,0.0
434,59,-61,0.0
435,59,-60,0.0
436,59,-59,0.0
437,59,-58,0.0
438,59,-57,0.0
439,59,-56,0.0
440,59,-55,0.0
441,59,-54,0.0
442,59,-53,0.0
443,59,-52,0.0
444,59,-51,0.0
445,59,-50,0.0
446,59,-49,0.0
447,59,-48,0.0
448,59,-47,0.0
449,59,-46,0.0
450,59,-45,0.0
451,59,-44,0.0
452,59,-43,0.0
453,59,-42,0.0
454,59,-41,0.0
455,59,-40,0.0
456,59,-39,0.0
457,59,-38,0.0
458,59,-37,0.0
459,59,-36,0.0
460,59,-35,0.0
461,59,-34,0.0
462,59,-33,0.0
463,59,-32,0.0
464,59,-31,0.0
465,59,-30,0.0
466,59,-29,0.0
467,59,-28,0.0
468,59,-27,0.0
469,59,-26,0.0
470,59,-25,0.0
471,59,-24,0.0
472,59,-23,0.0
473,59,-22,0.0
474,59,-21,0.0
475,59,-20,0.0
476,59,-19,0.0
477,59,-18,0.0
478,59,-17,0.0
479,59,-16,39.10714285714285
480,59,-15,0.0
481,59,-14,0.0
482,59,-13,0.0
483,59,-12,0.0
484,59,-11,0.0
485,59,-10,0.0
486,59,-9,0.0
487,59,-8,36.5
488,59,-7,0.0
489,59,-6,119.92857142857144
490,59,-5,200.75
491,59,-4,73.0
492,59,-3,0.0
493,59,-2,0.0
494,59,-1,0.0
495,59,0,0.0
496,59,1,0.0
497,59,2,0.0
498,59,3,0.0
499,59,4,52.142857142857146
500,59,5,654.3928571428571
501,59,6,941.1785714285714
502,59,7,1035.0357142857142
503,59,8,630.9285714285714
504,59,9,135.57142857142858
505,59,10,435.3928571428572
506,59,11,706.5357142857143
507,59,12,143.39285714285714
508,59,13,659.6071428571429
509,59,14,995.059523809524
510,59,15,1003.75
511,59,16,474.5
512,59,17,164.25
513,59,18,0.0
514,59,19,0.0
515,59,20,0.0
516,59,21,271.1428571428572
517,59,22,305.0357142857143
518,59,23,990.7142857142856
519,59,24,1003.75
520,59,25,1003.75
521,59,26,977.6785714285714
522,59,27,988.1071428571428
523,59,28,1003.75
524,59,29,995.059523809524
525,59,30,1003.75
526,59,31,1003.75
527,59,32,1003.75
528,59,33,1003.75
529,59,34,1003.75
530,59,35,1003.75
531,59,36,1003.75
532,59,37,1003.75
533,59,38,1003.75
534,59,39,1003.75
535,59,40,1003.75
536,59,41,1003.75
537,59,42,1003.75
538,59,43,1003.75
539,59,44,995.059523809524
540,59,45,1003.75
541,59,46,1003.75
542,59,47,1003.75
543,59,48,1003.75
544,59,49,1003.75
545,59,50,1003.75
546,59,51,1003.75
547,59,52,1003.75
548,59,53,1003.75
549,59,54,1003.75
550,59,55,1003.75
551,59,56,1003.75
552,59,57,1003.75
553,59,58,1014.1785714285714
554,59,59,1138.452380952381
555,59,60,1181.0357142857142
556,59,61,1186.25
557,59,62,1186.25
558,59,63,1186.25
559,59,64,1154.9642857142858
560,59,65,1108.0357142857142
561,59,66,1029.821428571429
562,59,67,1014.1785714285714
563,59,68,1045.4642857142858
564,59,69,1008.9642857142856
565,59,70,1003.75
566,59,71,1003.75
567,59,72,1003.75
568,59,73,1003.75
569,59,74,995.059523809524
570,59,75,1003.75
571,59,76,1003.75
572,59,77,1003.75
573,59,78,1003.75
574,59,79,1003.75
575,59,80,1014.1785714285714
576,59,81,1003.75
577,59,82,1008.9642857142856
578,59,83,1003.75
579,59,84,1019.3928571428572
580,59,85,1081.9642857142858
581,59,86,1123.678571428571
582,59,87,1144.5357142857142
583,59,88,1175.821428571429
584,59,89,1177.559523809524
585,59,90,1186.25
586,59,91,1186.25
587,59,92,1175.821428571429
588,59,93,1175.821428571429
589,59,94,1181.0357142857142
590,59,95,1181.0357142857142
591,59,96,1191.4642857142858
592,59,97,1186.25
593,59,98,1186.25
594,59,99,1181.0357142857142
595,59,100,1186.25
596,59,101,1186.25
597,59,102,1181.0357142857142
598,59,103,1186.25
599,59,104,1168.8690476190477
600,59,105,1186.25
601,59,106,1186.25
602,59,107,1186.25
603,59,108,1175.821428571429
604,59,109,1113.25
605,59,110,1066.321428571429
606,59,111,998.5357142857144
607,59,112,904.6785714285714
608,59,113,899.4642857142857
609,59,114,988.1071428571428
610,59,115,977.6785714285714
611,59,116,883.8214285714286
612,59,117,962.0357142857144
613,59,118,1035.0357142857142
614,59,119,1086.309523809524
615,59,120,1160.178571428571
616,59,121,1170.607142857143
617,59,122,1144.5357142857142
618,59,123,1165.392857142857
619,59,124,1186.25
620,59,125,1128.892857142857
621,59,126,1149.75
622,59,127,1170.607142857143
623,59,128,1134.107142857143
624,59,129,1144.5357142857142
625,59,130,1160.178571428571
626,59,131,1295.75
627,59,132,1306.178571428571
628,59,133,1264.4642857142858
629,59,134,1221.0119047619048
630,59,135,1248.821428571429
631,59,136,1191.4642857142858
632,59,137,1186.25
633,59,138,1306.178571428571
634,59,139,1321.821428571429
635,59,140,1081.9642857142858
636,59,141,576.1785714285714
637,59,142,28.678571428571427
638,59,143,0.0
639,59,144,0.0
640,59,145,0.0
641,59,146,0.0
642,59,147,0.0
643,59,148,0.0
644,59,149,169.46428571428572
645,59,150,0.0
646,59,151,166.85714285714286
647,59,152,229.42857142857144
648,59,153,62.57142857142857
649,59,154,28.678571428571427
650,59,155,0.0
651,59,156,0.0
652,59,157,0.0
653,59,158,28.678571428571427
654,59,159,602.25
655,59,160,972.4642857142856
656,59,161,795.1785714285714
657,59,162,518.8214285714286
658,59,163,52.142857142857146
659,59,164,189.0178571428572
660,58,-165,0.0
661,58,-164,0.0
662,58,-163,0.0
663,58,-162,0.0
664,58,-161,0.0
665,58,-160,0.0
666,58,-159,0.0
667,58,-158,323.2857142857143
668,58,-157,703.9285714285714
669,58,-156,542.2857142857143
670,58,-155,234.6428571428572
671,58,-154,271.1428571428572
672,58,-153,479.7142857142857
673,58,-152,0.0
674,58,-151,0.0
675,58,-150,0.0
676,58,-149,0.0
677,58,-148,0.0
678,58,-147,0.0
679,58,-146,0.0
680,58,-145,0.0
681,58,-144,0.0
682,58,-143,0.0
683,58,-142,0.0
684,58,-141,0.0
685,58,-140,0.0
686,58,-139,0.0
687,58,-138,0.0
688,58,-137,71.69642857142857
689,58,-136,380.2083333333333
690,58,-135,375.4285714285714
691,58,-134,414.5357142857143
692,58,-133,821.25
693,58,-132,813.4285714285714
694,58,-131,868.1785714285714
695,58,-130,810.8214285714286
696,58,-129,894.25
697,58,-128,847.3214285714286
698,58,-127,748.25
699,58,-126,805.6071428571429
700,58,-125,821.25
701,58,-124,1170.607142857143
702,58,-123,1295.75
703,58,-122,1351.3690476190477
704,58,-121,1351.3690476190477
705,58,-120,1368.75
706,58,-119,1368.75
707,58,-118,1368.75
708,58,-117,1384.392857142857
709,58,-116,1394.821428571429
710,58,-115,1379.178571428571
711,58,-114,1415.678571428571
712,58,-113,1546.0357142857142
713,58,-112,1384.392857142857
714,58,-111,1379.178571428571
715,58,-110,1431.321428571429
716,58,-109,1473.0357142857142
717,58,-108,1493.892857142857
718,58,-107,1412.202380952381
719,58,-106,1425.2380952380952
720,58,-105,1431.321428571429
721,58,-104,1261.857142857143
722,58,-103,273.75
723,58,-102,1400.0357142857142
724,58,-101,1405.25
725,58,-100,1373.9642857142858
726,58,-99,1379.178571428571
727,58,-98,1368.75
728,58,-97,1368.75
729,58,-96,1373.9642857142858
730,58,-95,1473.0357142857142
731,58,-94,1480.857142857143
732,58,-93,156.42857142857142
733,58,-92,0.0
734,58,-91,0.0
735,58,-90,0.0
736,58,-89,0.0
737,58,-88,0.0
738,58,-87,0.0
739,58,-86,0.0
740,58,-85,0.0
741,58,-84,0.0
742,58,-83,0.0
743,58,-82,0.0
744,58,-81,0.0
745,58,-80,0.0
746,58,-79,0.0
747,58,-78,419.75
748,58,-77,1355.7142857142858
749,58,-76,1351.3690476190477
750,58,-75,1368.75
751,58,-74,1368.75
752,58,-73,1342.678571428571
753,58,-72,1337.4642857142858
754,58,-71,1217.5357142857142
755,58,-70,1196.678571428571
756,58,-69,1186.25
757,58,-68,1254.0357142857142
758,58,-67,1285.321428571429
759,58,-66,1233.178571428571
760,58,-65,1467.821428571429
761,58,-64,1410.4642857142858
762,58,-63,620.5
763,58,-62,0.0
764,58,-61,0.0
765,58,-60,0.0
766,58,-59,0.0
767,58,-58,0.0
768,58,-57,0.0
769,58,-56,0.0
770,58,-55,0.0
771,58,-54,0.0
772,58,-53,0.0
773,58,-52,0.0
774,58,-51,0.0
775,58,-50,0.0
776,58,-49,0.0
777,58,-48,0.0
778,58,-47,0.0
779,58,-46,0.0
780,58,-45,0.0
781,58,-44,0.0
782,58,-43,0.0
783,58,-42,0.0
784,58,-41,0.0
785,58,-40,0.0
786,58,-39,0.0
787,58,-38,0.0
788,58,-37,0.0
789,58,-36,0.0
790,58,-35,0.0
791,58,-34,0.0
792,58,-33,0.0
793,58,-32,0.0
794,58,-31,0.0
795,58,-30,0.0
796,58,-29,0.0
797,58,-28,0.0
798,58,-27,0.0
799,58,-26,0.0
800,58,-25,0.0
801,58,-24,0.0
802,58,-23,0.0
803,58,-22,0.0
804,58,-21,0.0
805,58,-20,0.0
806,58,-19,0.0
807,58,-18,0.0
808,58,-17,0.0
809,58,-16,39.10714285714285
810,58,-15,0.0
811,58,-14,0.0
812,58,-13,0.0
813,58,-12,0.0
814,58,-11,0.0
815,58,-10,0.0
816,58,-9,0.0
817,58,-8,164.25
818,58,-7,190.32142857142856
819,58,-6,602.25
820,58,-5,378.0357142857143
821,58,-4,237.25
822,58,-3,138.17857142857142
823,58,-2,0.0
824,58,-1,0.0
825,58,0,0.0
826,58,1,0.0
827,58,2,0.0
828,58,3,0.0
829,58,4,0.0
830,58,5,0.0
831,58,6,172.07142857142858
832,58,7,96.46428571428572
833,58,8,0.0
834,58,9,200.75
835,58,10,33.892857142857146
836,58,11,745.6428571428571
837,58,12,951.6071428571428
838,58,13,951.6071428571428
839,58,14,995.059523809524
840,58,15,917.7142857142856
841,58,16,0.0
842,58,17,305.0357142857143
843,58,18,101.67857142857144
844,58,19,0.0
845,58,20,0.0
846,58,21,378.0357142857143
847,58,22,57.35714285714285
848,58,23,221.6071428571429
849,58,24,951.6071428571428
850,58,25,972.4642857142856
851,58,26,925.5357142857144
852,58,27,972.4642857142856
853,58,28,1003.75
854,58,29,995.059523809524
855,58,30,1003.75
856,58,31,1003.75
857,58,32,1003.75
858,58,33,1003.75
859,58,34,1003.75
860,58,35,1003.75
861,58,36,1003.75
862,58,37,1008.9642857142856
863,58,38,1003.75
864,58,39,1003.75
865,58,40,1003.75
866,58,41,1003.75
867,58,42,1003.75
868,58,43,1003.75
869,58,44,995.059523809524
870,58,45,1003.75
871,58,46,1003.75
872,58,47,1003.75
873,58,48,1003.75
874,58,49,1003.75
875,58,50,1003.75
876,58,51,1003.75
877,58,52,1008.9642857142856
878,58,53,1008.9642857142856
879,58,54,1003.75
880,58,55,1014.1785714285714
881,58,56,1003.75
882,58,57,1003.75
883,58,58,1003.75
884,58,59,1008.095238095238
885,58,60,1123.678571428571
886,58,61,1160.178571428571
887,58,62,1144.5357142857142
888,58,63,1165.392857142857
889,58,64,1181.0357142857142
890,58,65,1165.392857142857
891,58,66,1108.0357142857142
892,58,67,1113.25
893,58,68,1102.821428571429
894,58,69,1076.75
895,58,70,1029.821428571429
896,58,71,1024.607142857143
897,58,72,1024.607142857143
898,58,73,1045.4642857142858
899,58,74,1051.547619047619
900,58,75,1003.75
901,58,76,1003.75
902,58,77,1003.75
903,58,78,1035.0357142857142
904,58,79,1050.678571428571
905,58,80,1087.178571428571
906,58,81,1087.178571428571
907,58,82,1113.25
908,58,83,1134.107142857143
909,58,84,1160.178571428571
910,58,85,1170.607142857143
911,58,86,1181.0357142857142
912,58,87,1181.0357142857142
913,58,88,1186.25
914,58,89,1177.559523809524
915,58,90,1186.25
916,58,91,1186.25
917,58,92,1186.25
918,58,93,1186.25
919,58,94,1186.25
920,58,95,1186.25
921,58,96,1186.25
922,58,97,1186.25
923,58,98,1186.25
924,58,99,1186.25
925,58,100,1186.25
926,58,101,1186.25
927,58,102,1181.0357142857142
928,58,103,1186.25
929,58,104,1168.8690476190477
930,58,105,1186.25
931,58,106,1186.25
932,58,107,1175.821428571429
933,58,108,1128.892857142857
934,58,109,998.5357142857144
935,58,110,1003.75
936,58,111,977.6785714285714
937,58,112,894.25
938,58,113,904.6785714285714
939,58,114,862.9642857142857
940,58,115,873.3928571428571
941,58,116,821.25
942,58,117,805.6071428571429
943,58,118,836.8928571428571
944,58,119,947.2619047619048
945,58,120,998.5357142857144
946,58,121,1113.25
947,58,122,1186.25
948,58,123,1181.0357142857142
949,58,124,1165.392857142857
950,58,125,1280.107142857143
951,58,126,1139.321428571429
952,58,127,1045.4642857142858
953,58,128,1071.5357142857142
954,58,129,1087.178571428571
955,58,130,1170.607142857143
956,58,131,1139.321428571429
957,58,132,1212.321428571429
958,58,133,1191.4642857142858
959,58,134,1221.0119047619048
960,58,135,1259.25
961,58,136,1254.0357142857142
962,58,137,1165.392857142857
963,58,138,1175.821428571429
964,58,139,891.6428571428571
965,58,140,172.07142857142858
966,58,141,0.0
967,58,142,0.0
968,58,143,0.0
969,58,144,0.0
970,58,145,0.0
971,58,146,0.0
972,58,147,0.0
973,58,148,0.0
974,58,149,169.46428571428572
975,58,150,0.0
976,58,151,0.0
977,58,152,0.0
978,58,153,0.0
979,58,154,0.0
980,58,155,0.0
981,58,156,75.60714285714286
982,58,157,568.3571428571429
983,58,158,917.7142857142856
984,58,159,1003.75
985,58,160,930.75
986,58,161,1035.0357142857142
987,58,162,557.9285714285714
988,58,163,57.35714285714285
989,58,164,0.0
990,57,-165,0.0
991,57,-164,0.0
992,57,-163,0.0
993,57,-162,0.0
994,57,-161,0.0
995,57,-160,130.35714285714286
996,57,-159,305.0357142857143
997,57,-158,487.5357142857143
998,57,-157,276.35714285714283
999,57,-156,0.0
1000,57,-155,46.92857142857143
1001,57,-154,278.9642857142857
1002,57,-153,52.142857142857146
1003,57,-152,0.0
1004,57,-151,0.0
1005,57,-150,0.0
1006,57,-149,0.0
1007,57,-148,0.0
1008,57,-147,0.0
1009,57,-146,0.0
1010,57,-145,0.0
1011,57,-144,0.0
1012,57,-143,0.0
1013,57,-142,0.0
1014,57,-141,0.0
1015,57,-140,0.0
1016,57,-139,0.0
1017,57,-138,0.0
1018,57,-137,0.0
1019,57,-136,232.4702380952381
1020,57,-135,276.35714285714283
1021,57,-134,404.1071428571428
1022,57,-133,482.32142857142856
1023,57,-132,599.6428571428571
1024,57,-131,690.8928571428571
1025,57,-130,743.0357142857143
1026,57,-129,737.8214285714286
1027,57,-128,774.3214285714286
1028,57,-127,774.3214285714286
1029,57,-126,889.0357142857143
1030,57,-125,862.9642857142857
1031,57,-124,899.4642857142857
1032,57,-123,1274.892857142857
1033,57,-122,1368.75
1034,57,-121,1355.7142857142858
1035,57,-120,1368.75
1036,57,-119,1379.178571428571
1037,57,-118,1394.821428571429
1038,57,-117,1462.607142857143
1039,57,-116,1400.0357142857142
1040,57,-115,1431.321428571429
1041,57,-114,1525.178571428571
1042,57,-113,1410.4642857142858
1043,57,-112,1368.75
1044,57,-111,1368.75
1045,57,-110,1379.178571428571
1046,57,-109,1426.107142857143
1047,57,-108,1457.392857142857
1048,57,-107,1399.1666666666667
1049,57,-106,1386.1309523809523
1050,57,-105,1384.392857142857
1051,57,-104,636.1428571428571
1052,57,-103,672.6428571428571
1053,57,-102,1478.25
1054,57,-101,1410.4642857142858
1055,57,-100,1384.392857142857
1056,57,-99,1379.178571428571
1057,57,-98,1368.75
1058,57,-97,1379.178571428571
1059,57,-96,1400.0357142857142
1060,57,-95,1379.178571428571
1061,57,-94,1441.75
1062,57,-93,1110.642857142857
1063,57,-92,1218.8392857142858
1064,57,-91,1008.095238095238
1065,57,-90,677.8571428571429
1066,57,-89,161.64285714285714
1067,57,-88,0.0
1068,57,-87,0.0
1069,57,-86,0.0
1070,57,-85,0.0
1071,57,-84,0.0
1072,57,-83,0.0
1073,57,-82,0.0
1074,57,-81,33.892857142857146
1075,57,-80,33.892857142857146
1076,57,-79,0.0
1077,57,-78,0.0
1078,57,-77,1110.2083333333333
1079,57,-76,1342.678571428571
1080,57,-75,1368.75
1081,57,-74,1353.107142857143
1082,57,-73,1295.75
1083,57,-72,1300.9642857142858
1084,57,-71,1316.607142857143
